1500,CONFIRMED,CANDIDATE,1,16.57099265,2454966.907,2.9052,645.00,2.03,614,5483,4.589,0.779,285.12204,44.1106
1501,CONFIRMED,CANDIDATE,1,16.00496657,2454968.253,6.5047,378.00,3.71,1040,6384,4.029,1.904,292.75732,43.42691
1502,CONFIRMED,CANDIDATE,1,1.954525966,2454965.297,2.0944,393.00,2.38,1540,5741,4.331,1.136,294.61365,45.984619
1503,CANDIDATE,CANDIDATE,,15.09521323,2454972.474,3.41,421.00,2.39,878,5767,4.438,1,294.61365,45.984619
1504,CONFIRMED,CANDIDATE,1,7.23400381,2454970.677,2.165,453.00,1.78,831,5411,4.523,0.85,283.46936,40.13261
1505,CONFIRMED,CANDIDATE,1,6.77408984,2454968.955,2.6215,520.00,2.5,1058,6246,4.433,1.092,293.14447,46.666241
1506,CONFIRMED,CANDIDATE,1,20.17202467,2454974.209,3.1488,5370.00,6.24,564,5064,4.474,0.864,299.21317,41.424831
1507,CONFIRMED,CANDIDATE,1,26.41044199,2454982.395,3.0715,991.00,2.45,512,5448,4.613,0.734,284.18329,45.0741
1508,CONFIRMED,CANDIDATE,1,8.27745764,2454971.257,2.713,197.00,2.46,1088,5129,3.884,1.781,297.02109,41.377171
1509,CONFIRMED,CANDIDATE,1,14.37504582,2454972.059,3.208,251.00,2.05,786,5931,4.403,1.053,296.75574,46.998291
1510,CANDIDATE,CANDIDATE,1,6.31219171,2454969.933,4.9377,404.00,2.17,1096,6322,4.426,1.075,292.13525,37.889622
1511,CONFIRMED,CANDIDATE,0.997,147.97391,2455096.086,6.854,1270.00,3.33,329,5578,4.44,0.95,292.59164,38.399658
1512,CONFIRMED,CANDIDATE,0.975,13.24503482,2454975.006,4.4078,156.00,1.77,887,5636,4.147,1.39,299.5495,45.769749
1513,CONFIRMED,CANDIDATE,0.937,77.2550726,2454992.324,10.214,590.00,3.7,548,6564,4.255,1.356,296.46448,49.182907
1514,CONFIRMED,CANDIDATE,0.9,3.85690686,2454967.474,2.0808,128.00,0.93,972,5272,4.574,0.813,289.44452,41.31776
1515,CONFIRMED,CANDIDATE,1,116.3311739,2455006.689,7.025,1590.00,3.26,323,5354,4.533,0.835,290.14432,44.04995
1516,CANDIDATE,CANDIDATE,,86.049055,2455034.038,29.28,430.00,2.06,410,5733,4.432,0.997,290.14432,44.04995
1517,CONFIRMED,CANDIDATE,1,6.31943553,2454965.229,3.3422,581.00,2.71,986,5670,4.397,1.022,291.55695,39.227291
1518,CONFIRMED,CANDIDATE,1,12.20951755,2455193.32,4.1808,538.00,2.61,791,5670,4.397,1.022,291.55695,39.227291
1519,CONFIRMED,CANDIDATE,1,3.07644709,2455186.764,2.6326,217.00,1.61,1253,5670,4.397,1.022,291.55695,39.227291
1520,FALSE POSITIVE,FALSE POSITIVE,0.999,2.11913005,2454965.59,4.141,28.70,1.35,2090,5799,3.813,2.377,294.2869,40.21381
1521,CONFIRMED,CANDIDATE,0.999,68.958447,2455012.082,3.128,123.00,1.11,402,5455,4.497,0.888,293.6792,46.85276
1522,CONFIRMED,CANDIDATE,1,18.79591276,2454978.822,7.5235,2430.00,7.39,852,6163,4.185,1.406,288.79303,48.04023
1523,FALSE POSITIVE,FALSE POSITIVE,,47.76397728,2454998.041,4.08,421.00,2.39,878,5767,4.438,1,296.98605,42.72998
1524,CONFIRMED,CANDIDATE,0.986,63.0380366,2455002.122,7.3702,659.00,2.59,465,5798,4.411,1.019,283.80954,41.041241
1525,CONFIRMED,CANDIDATE,1,9.69315023,2454965.814,5.6725,142.00,1.89,1017,5683,4.108,1.472,290.06049,47.16396
1526,FALSE POSITIVE,FALSE POSITIVE,0,8.48031229,2454968.853,7.105,351.00,2.58,952,5910,4.364,1.078,298.83334,46.65453
1527,CONFIRMED,CANDIDATE,0.999,56.1886436,2454979.379,6.5272,346.00,2.56,503,5700,4.327,1.176,288.64627,50.788979
1528,CONFIRMED,CANDIDATE,1,6.92101452,2454968.643,4.3591,530.00,1.48,619,4461,4.661,0.585,281.89835,42.165791
1529,CONFIRMED,CANDIDATE,1,3.27344784,2454967.45,1.7292,263.00,0.81,625,3758,4.769,0.496,287.34674,47.772961
1530,CONFIRMED,CANDIDATE,0.999,15.3789014,2454976.406,4.662,185.00,2.94,1039,5817,3.877,2.153,282.92499,48.626389
1531,CONFIRMED,CANDIDATE,0.999,134.4785189,2455002.281,5.9288,4030.00,10.52,412,5791,4.185,1.336,289.34143,46.988239
1532,CANDIDATE,CANDIDATE,0.999,5.007414194,2454968.024,1.3584,4410.00,8.8,1114,5957,4.417,1.042,297.64606,47.167488
1533,FALSE POSITIVE,FALSE POSITIVE,0,24.68662378,2454970.54,15.168,8050.00,48.04,1149,4648,2.996,5.132,294.207,38.22345
1534,CONFIRMED,CANDIDATE,1,98.7179332,2454964.587,6.593,7320.00,6.99,360,5808,4.583,0.786,287.95657,41.130329
1535,CONFIRMED,CANDIDATE,0.933,71.52543938,2455024.691,5.9189,5900.00,5.76,340,4855,4.542,0.778,287.73755,38.114559
1536,CANDIDATE,CANDIDATE,1,17.50441726,2454968.747,4.2585,725.00,3.56,824,5815,4.16,1.329,292.16617,38.739052
1537,CONFIRMED,CANDIDATE,1,1.72086129,2454966.021,2.0243,10200.00,13.25,1647,5742,4.297,1.215,286.11032,43.680962
1538,CONFIRMED,CANDIDATE,0.359,56.4349933,2454984.411,4.7381,580.00,2.37,465,5534,4.381,1.001,293.09399,42.896431
1539,CONFIRMED,CANDIDATE,1,33.7888028,2454986.654,5.496,649.00,2.71,611,6202,4.436,1.062,285.66711,48.719559
1540,CONFIRMED,CANDIDATE,1,3.215109385,2454966.777,4.365,158.00,1.54,1155,5541,4.472,0.934,289.43811,39.270359
1541,CONFIRMED,CANDIDATE,0.998,3.29276797,2454966.007,4.8069,80.70,1.39,1458,5683,4.108,1.472,290.06049,47.16396
1542,CONFIRMED,CANDIDATE,0.999,13.72710334,2454971.745,7.3419,199.00,2.38,1005,5951,4.017,1.693,282.97897,40.784351
1543,CONFIRMED,CANDIDATE,0.998,24.3110031,2454970.039,8.7682,184.00,2.3,831,5951,4.017,1.693,282.97897,40.784351
1544,CONFIRMED,CANDIDATE,0.896,44.4304059,2454976.546,10.306,239.00,2.61,680,5951,4.017,1.693,282.97897,40.784351
1545,CONFIRMED,CANDIDATE,0.996,9.34145925,2454965.386,6.18,81.70,1.56,1143,5951,4.017,1.693,282.97897,40.784351
1546,CONFIRMED,CANDIDATE,1,4.97760447,2454967.673,2.5719,287.00,1.75,1023,5353,4.358,1.023,293.35172,48.444641
1547,CONFIRMED,CANDIDATE,0.974,21.1285655,2454982.276,3.852,177.00,2.88,935,5817,3.877,2.153,282.92499,48.626389
1548,FALSE POSITIVE,FALSE POSITIVE,0,24.4851178,2454970.625,4.642,264.00,7.14,1179,6655,3.638,2.995,292.22629,43.995312
1549,CONFIRMED,CANDIDATE,0.992,7.51854537,2454965.531,2.845,287.00,1.42,784,5064,4.474,0.864,299.21317,41.424831
1550,CANDIDATE,CANDIDATE,0.936,86.7490807,2455003.293,9.179,547.00,2.23,398,5579,4.419,0.97,292.77399,37.797691
1551,CONFIRMED,CANDIDATE,0.879,25.96190067,2454971.969,6.2732,350.00,3.25,850,6369,4.088,1.729,295.15811,40.898849
1552,CONFIRMED,CANDIDATE,0.999,130.3543929,2454977.06,6.474,5130.00,7.7,369,5970,4.463,1.015,285.37195,41.993912
1553,CONFIRMED,CANDIDATE,1,1.855557556,2454970.181,2.35672,10600.00,10.05,1436,5657,4.441,0.947,294.51324,45.98164
1554,CANDIDATE,CANDIDATE,1,3.261759866,2454964.779,1.7593,3880.00,8.01,1262,6131,4.497,0.945,298.31674,40.996101
1555,FALSE POSITIVE,FALSE POSITIVE,0.003,3.364425589,2454964.668,1.3261,4840.00,56.83,1106,5813,4.589,0.775,299.35651,41.414291
1556,CONFIRMED,CANDIDATE,1,16.78175788,2454972.794,3.7386,908.00,2.25,545,4925,4.588,0.742,295.85938,47.93951
1557,CONFIRMED,CANDIDATE,1,105.3035093,2455040.17,6.214,1360.00,3.18,351,5534,4.515,0.875,289.41107,46.130852
1558,CONFIRMED,CANDIDATE,1,2.549562652,2454965.608,1.6999,495.00,1.11,682,3716,4.74,0.506,292.64236,44.087669
1559,CONFIRMED,CANDIDATE,1,13.96950181,2454965.171,1.5871,1110.00,2.04,387,3716,4.74,0.506,292.64236,44.087669
1560,CONFIRMED,CANDIDATE,1,5.21230171,2454965.711,2.098,430.00,1.04,537,3716,4.74,0.506,292.64236,44.087669
1561,CONFIRMED,CANDIDATE,1,17.76076524,2454970.508,1.6679,1290.00,1.93,368,3826,4.744,0.516,290.7084,42.237251
1562,CONFIRMED,CANDIDATE,0.982,10.55840479,2454969.344,3.366,194.00,1.41,796,5353,4.358,1.023,293.35172,48.444641
1563,CANDIDATE,CANDIDATE,0,20.92735802,2454972.326,3.4256,8090.00,17.36,735,6126,4.358,1.109,292.78235,47.800629
1564,CONFIRMED,CANDIDATE,0.967,6.98800953,2454965.57,3.103,193.00,1.39,914,5353,4.358,1.023,293.35172,48.444641
1565,CONFIRMED,CANDIDATE,0.944,22.8245144,2454977.468,6.617,323.00,3.36,946,6642,4.057,1.846,295.93347,40.300571
1566,CONFIRMED,CANDIDATE,0.999,49.1011093,2454969.473,6.341,846.00,3.28,498,5393,4.299,1.11,283.59668,45.407879
1567,CONFIRMED,CANDIDATE,0.989,7.05675145,2454965.535,2.0261,130.00,1.68,1196,6388,4.244,1.402,297.25504,40.54837
1568,CONFIRMED,CANDIDATE,0.996,34.8536903,2454997.047,5.333,768.00,2.4,522,5818,4.554,0.848,295.34271,46.602261
1569,CONFIRMED,CANDIDATE,1,2.41434868,2454965.429,1.2701,191.00,0.97,953,4507,4.573,0.724,291.41864,39.127419
1570,FALSE POSITIVE,FALSE POSITIVE,0.998,2.466070972,2454965.321,1.9559,705.00,24.3,1260,5708,4.529,0.884,296.05042,42.113239
1571,CONFIRMED,CANDIDATE,1,4.30656389,2454965.441,4.1107,257.00,1.95,1177,6108,4.466,1.03,290.60114,44.556381
1572,FALSE POSITIVE,FALSE POSITIVE,0,12.96471775,2454969.143,1.8303,3730.00,39.93,834,6210,4.45,1.033,293.1962,42.370628
1573,FALSE POSITIVE,FALSE POSITIVE,0.46,1.731079436,2454967.78,1.8419,12000.00,56.05,1541,6045,4.494,0.955,296.30573,41.31712
1574,CONFIRMED,CANDIDATE,1,7.794302043,2454970.26,1.1081,3390.00,16.51,882,5494,4.405,0.982,285.26859,48.560009
1575,CONFIRMED,CANDIDATE,1,14.5324483,2454973.724,3.13,1360.00,3.11,664,5345,4.473,0.86,288.47144,40.269791
1576,CONFIRMED,CANDIDATE,1,5.248667607,2454968.517,1.917,601.00,2.84,1056,5807,4.437,1.012,292.53082,49.06171
1577,CONFIRMED,CANDIDATE,1,7.96431492,2454969.816,1.5342,746.00,2.44,805,5185,4.44,0.91,281.58292,47.233631
1578,CONFIRMED,CANDIDATE,0.998,92.7297248,2455010.438,6.83,1260.00,2.81,276,4580,4.641,0.675,285.25366,46.582191
1579,CONFIRMED,CANDIDATE,1,1.485710994,2454965.794,2.2874,20800.00,14.48,1562,5624,4.432,1.018,298.39526,47.81501
1580,CANDIDATE,CANDIDATE,1,30.5231459,2454979.851,2.7286,2210.00,11.26,506,5518,4.585,0.79,288.31332,46.771431
1581,CONFIRMED,CANDIDATE,0.989,71.3116598,2454965.392,8.813,2140.00,4.94,475,6194,4.445,1.069,295.8093,40.008511
1582,CANDIDATE,CANDIDATE,1,28.78270955,2454965.319,3.451,865.00,2.11,443,4774,4.58,0.745,284.96967,39.360291
1583,FALSE POSITIVE,FALSE POSITIVE,0,15.44428875,2454971.168,2.0791,3600.00,37.58,731,5895,4.489,0.991,299.6517,40.545681
1584,CONFIRMED,CANDIDATE,0.972,1.411230023,2454965.642,1.4325,388.00,1.71,1164,4575,4.564,0.737,283.71753,47.204449
1585,CONFIRMED,CANDIDATE,1,96.9151707,2455020.09,6.065,863.00,2.37,325,5162,4.559,0.791,292.67255,46.377419
1586,CONFIRMED,CANDIDATE,1,13.47472742,2454966.49,2.5995,730.00,1.96,634,5395,4.615,0.734,295.2049,42.559681
1587,CONFIRMED,CANDIDATE,1,2.29503515,2454965.693,1.654,172.00,1.18,1304,5637,4.482,0.909,290.48676,44.932621
1588,CONFIRMED,CANDIDATE,1,27.495634,2454966.285,4.858,483.00,2.11,590,5657,4.401,0.911,299.526,46.899261
1589,CONFIRMED,CANDIDATE,1,14.08826442,2454970.343,4.1847,889.00,2.66,724,5853,4.529,0.895,297.45215,41.558128
1590,CONFIRMED,CANDIDATE,0.999,3.905081685,2454966.415,2.8213,21300.00,12.78,1046,5543,4.54,0.887,294.86551,46.285851
1591,CONFIRMED,CANDIDATE,0.996,110.9643706,2455020.046,12.831,1280.00,2.11,239,4441,4.695,0.546,294.59579,45.875031
1592,CANDIDATE,CANDIDATE,1,4.539297295,2454966.96,1.9455,798.00,2.34,830,4914,4.61,0.724,286.63553,39.488621
1593,CONFIRMED,CANDIDATE,1,6.94135824,2454970.544,1.8899,825.00,2.96,876,5527,4.491,0.88,288.81195,39.77066
1594,CONFIRMED,CANDIDATE,0.99,17.27629668,2454966.839,3.94738,10500.00,7.31,538,4941,4.599,0.738,290.83313,38.184349
1595,CONFIRMED,CANDIDATE,1,31.7821117,2454967.865,3.856,570.00,2.08,528,5527,4.491,0.88,288.81195,39.77066
1596,CONFIRMED,CANDIDATE,1,4.36273233,2454968.233,2.2375,342.00,1.76,1023,5527,4.491,0.88,288.81195,39.77066
1597,CONFIRMED,CANDIDATE,1,18.6848377,2454969.146,3.7965,1250.00,1.93,402,4156,4.712,0.545,299.26804,45.227428
1598,CONFIRMED,CANDIDATE,1,7.41634701,2454968.854,2.1362,506.00,1.24,547,4156,4.712,0.545,299.26804,45.227428
1599,CONFIRMED,CANDIDATE,1,9.91724268,2454968.139,3.2241,458.00,2.85,903,5539,4.244,1.207,297.9382,46.881401
1600,CONFIRMED,CANDIDATE,0.854,82.5341188,2455042.128,4.8556,1900.00,2.45,260,4316,4.678,0.58,297.09067,49.626572
1601,CONFIRMED,CANDIDATE,1,20.16037858,2454977.343,4.13,344.00,1.75,510,4975,4.614,0.724,284.4303,47.641781
1602,CONFIRMED,CANDIDATE,1,10.99470891,2454970.358,1.5929,885.00,1.71,512,4302,4.661,0.586,289.35202,46.973728
1603,CANDIDATE,CANDIDATE,,6.73679732,2454969.404,2.36,421.00,2.39,878,5767,4.438,1,289.35202,46.973728
1604,CANDIDATE,CANDIDATE,0.998,124.0358994,2454969.015,4.8472,7690.00,11.13,413,5822,4.244,1.28,287.97031,47.972099
1605,FALSE POSITIVE,FALSE POSITIVE,0,1.194812329,2454965.183,1.3777,190.00,1.36,1806,6198,4.475,0.97,298.21765,40.341019
1606,CONFIRMED,CANDIDATE,1,10.84969477,2454969.744,3.474,1120.00,2.67,676,5251,4.592,0.778,286.00674,38.009541
1607,CONFIRMED,CANDIDATE,1,12.18420006,2454972.056,2.5014,499.00,2.59,819,5771,4.374,1.068,290.32867,37.72311
1608,CONFIRMED,CANDIDATE,1,3.76417012,2454965.355,2.0111,558.00,1.7,908,5063,4.617,0.728,289.22021,41.706478
1609,CONFIRMED,CANDIDATE,1,5.92972237,2454968.498,2.518,412.00,1.92,972,5741,4.492,0.956,293.67648,44.615582
1610,CONFIRMED,CANDIDATE,1,12.2476121,2454971.22,3.209,403.00,1.9,763,5741,4.492,0.956,293.67648,44.615582
1611,CONFIRMED,CANDIDATE,0.999,13.59051547,2454966.072,3.784,622.00,2.4,724,5442,4.409,0.974,297.95416,44.66748
1612,CONFIRMED,CANDIDATE,0.99,46.8776724,2454970.668,10.041,540.00,2.62,484,5504,4.418,0.993,286.02518,39.630932
1613,CONFIRMED,CANDIDATE,0.972,89.1935737,2455050.822,4.0104,868.00,3.81,483,6071,4.239,1.295,294.74332,43.461208
1614,CONFIRMED,CANDIDATE,0.371,13.09390911,2454977.525,2.2805,399.00,2.2,752,5772,4.487,0.956,294.45386,44.145973
1615,CONFIRMED,CANDIDATE,0.404,4.915385452,2454965.694,2.7757,226.00,1.46,1042,5772,4.487,0.956,294.45386,44.145973
1616,FALSE POSITIVE,FALSE POSITIVE,0,87.455958,2454969.23,18.257,1600.00,70.11,728,7700,4.018,2.111,291.24683,44.00042
1617,FALSE POSITIVE,FALSE POSITIVE,0,0.805259257,2454965.101,1.42246,1380.00,63.55,2723,5872,3.926,2.022,290.12653,41.601082
1618,CONFIRMED,CANDIDATE,1,9.76785911,2454972.44,2.1649,585.00,2.54,749,5371,4.513,0.852,287.25668,46.066769
1619,CONFIRMED,CANDIDATE,1,40.80957343,2454975.692,3.158,436.00,3.44,623,6183,4.301,1.3,286.22324,38.258171
1620,CONFIRMED,CANDIDATE,1,22.08551599,2454968.234,2.1727,3160.00,3.34,352,3828,4.712,0.565,292.61411,44.394661
1621,CONFIRMED,CANDIDATE,1,1.151166776,2454966.232,1.0907,578.00,1.28,957,3951,4.73,0.535,289.07224,47.40707
1622,FALSE POSITIVE,FALSE POSITIVE,0.269,4.693305543,2454969.863,5.17249,14500.00,17.85,1389,6365,4.22,1.47,283.16632,45.403061
1623,CONFIRMED,CANDIDATE,1,3.246732048,2454966.379,3.0535,7000.00,12.4,1459,5763,4.15,1.457,300.10236,45.762138
1624,FALSE POSITIVE,FALSE POSITIVE,0,8.3606759,2454971.819,6.287,195.00,1.49,929,5771,4.374,1.068,290.32867,37.72311
1625,CONFIRMED,CANDIDATE,0.992,62.1385979,2454994.148,4.2938,886.00,5.14,524,5123,3.992,1.621,289.02975,49.769711
1626,CANDIDATE,CANDIDATE,,17.1181036,2454969.194,1.29,168.00,1.22,654,5576,4.515,0.929,289.02975,49.769711
1627,CANDIDATE,CANDIDATE,1,8.29482811,2454966.502,2.7437,560.00,2.76,876,5773,4.478,0.939,283.34427,48.223911
1628,FALSE POSITIVE,FALSE POSITIVE,0,26.635216,2454988.558,5.949,1490.00,27.64,536,5215,4.455,0.882,295.849,46.18129
1629,CONFIRMED,CANDIDATE,1,17.84850835,2454981.391,5.8919,391.00,3.29,888,6188,4.152,1.465,285.41962,39.706108
1630,CONFIRMED,CANDIDATE,0.998,26.1363443,2454964.618,6.613,362.00,2.8,782,6188,4.152,1.465,285.41962,39.706108
1631,CONFIRMED,CANDIDATE,0.996,11.1895709,2454973.635,5.3,143.00,1.81,1037,6188,4.152,1.465,285.41962,39.706108
1632,CONFIRMED,CANDIDATE,1,2.757977384,2454964.879,2.1489,211.00,1.69,1332,5919,4.435,1,296.23001,50.27523
1633,FALSE POSITIVE,FALSE POSITIVE,0,18.6928606,2454976.833,3.88584,51300.00,14.81,528,5190,4.66,0.66,295.03354,46.600151
1634,CONFIRMED,CANDIDATE,1,14.80075082,2454965.822,5.762,501.00,17.38,1912,6327,3.092,7.663,292.17117,40.811378
1635,CONFIRMED,CANDIDATE,1,3.126861192,2454966.725,1.1926,795.00,5.12,1391,4854,3.939,1.749,281.45718,46.746471
1636,FALSE POSITIVE,FALSE POSITIVE,0,87.24250316,2454986.345,4.1206,17900.00,15.86,390,5671,4.501,0.955,292.09824,47.940819
1637,CANDIDATE,CANDIDATE,1,10.24061136,2454964.668,0.9617,2960.00,3.9,656,5227,4.623,0.64,291.68329,44.75164
1638,CONFIRMED,CANDIDATE,1,16.87725775,2454971.649,3.7917,818.00,2.54,642,5497,4.512,0.872,282.03549,43.631271
1639,CONFIRMED,CANDIDATE,1,12.05705659,2454968.416,2.3462,524.00,1.96,689,5365,4.537,0.834,295.31314,46.237492
1640,CONFIRMED,CANDIDATE,1,28.26727385,2454973.926,4.5839,1160.00,2.93,517,5132,4.457,0.886,284.61572,39.131039
1641,CONFIRMED,CANDIDATE,1,3.770590654,2454966.391,2.029,314.00,2.13,1272,5714,4.274,1.208,291.91281,41.533611
1642,CONFIRMED,CANDIDATE,0.999,2.7073064,2454965.431,3.4378,69.50,1.36,1709,6045,4.069,1.629,289.23337,49.938931
1643,CANDIDATE,CANDIDATE,0.011,23.11707222,2454982.562,3.9948,2410.00,4.37,548,5275,4.505,0.796,295.9024,39.918362
1644,CANDIDATE,CANDIDATE,0.989,4.77502117,2455188.456,1.7087,451.00,1.73,926,5275,4.505,0.796,295.9024,39.918362
1645,CONFIRMED,CANDIDATE,0.894,66.4159789,2455021.14,7.061,2050.00,3.44,376,5383,4.603,0.759,291.95099,38.251701
1646,CONFIRMED,CANDIDATE,0.997,8.0103929,2454968.318,4.2713,294.00,1.88,940,5616,4.327,1.111,289.86157,43.472771
1647,CANDIDATE,CANDIDATE,1,5.69590202,2454972.232,3.5661,4920.00,6.61,1043,6106,4.497,0.94,296.1398,41.60318
1648,CONFIRMED,CANDIDATE,0.967,27.6666375,2454976.863,6.315,324.00,2.04,622,5616,4.327,1.111,289.86157,43.472771
1649,CONFIRMED,CANDIDATE,1,5.19559398,2454965.722,3.748,116.00,1.18,1085,5616,4.327,1.111,289.86157,43.472771
1650,CONFIRMED,CANDIDATE,0.998,57.2488518,2455017.686,6.083,1460.00,3.19,431,5642,4.542,0.846,286.4527,42.657879
1651,CONFIRMED,CANDIDATE,1,37.0551726,2455033.202,5.439,1030.00,3.19,498,5642,4.542,0.846,286.4527,42.657879
1652,CONFIRMED,CANDIDATE,1,16.33269981,2454969.909,2.174,300.00,1.61,591,5208,4.563,0.772,299.89651,46.051971
1653,CONFIRMED,CANDIDATE,1,10.05550267,2455006.223,2.951,148.00,0.92,694,5208,4.563,0.772,299.89651,46.051971
1654,CONFIRMED,CANDIDATE,1,9.30413878,2454973.339,1.9254,637.00,1.67,583,4458,4.611,0.658,283.89941,41.221611
1655,CONFIRMED,CANDIDATE,1,4.33722007,2454965.852,2.4973,359.00,1.63,996,5390,4.499,0.876,281.34882,44.295238
1656,CONFIRMED,CANDIDATE,0.973,1.653889476,2454965.188,1.7242,124.00,0.97,1373,5390,4.499,0.876,281.34882,44.295238
1657,CONFIRMED,CANDIDATE,1,150.8783198,2455039.692,8.6797,660.00,4.37,423,5504,3.999,1.737,297.94016,40.278629
1658,CONFIRMED,CANDIDATE,1,3.553831111,2454967.641,3.1029,192.00,1.62,1292,6015,4.37,1.081,291.38223,38.127468
1659,CONFIRMED,CANDIDATE,1,1.6783263,2454969.053,2.5123,146.00,1.57,1659,6015,4.37,1.081,291.38223,38.127468
1660,CONFIRMED,CANDIDATE,1,5.65378163,2454964.712,1.9483,367.00,1.82,1020,5988,4.507,0.934,296.75415,49.20874
1661,CONFIRMED,CANDIDATE,1,5.99185827,2454969.882,1.7215,186.00,2.75,1355,6157,4.049,1.695,299.66046,46.198421
1662,CONFIRMED,CANDIDATE,0.978,120.0183551,2454967.187,11.637,886.00,4.54,473,6469,4.253,1.467,286.68552,47.098221
1663,CONFIRMED,CANDIDATE,1,14.30517579,2454968.063,4.535,863.00,3.05,693,5741,4.555,0.846,286.27386,48.61871
1664,CONFIRMED,CANDIDATE,0.976,9.18189122,2454965.405,4.343,364.00,2.17,804,5741,4.555,0.846,286.27386,48.61871
1665,CANDIDATE,CANDIDATE,0.992,2.64622742,2454965.663,1.407,156.00,0.99,1082,5167,4.555,0.787,292.23993,48.51157
1666,CONFIRMED,CANDIDATE,1,2.935362067,2454969.184,1.5043,1050.00,3.15,1022,4922,4.505,0.823,285.21667,41.282429
1667,CONFIRMED,CANDIDATE,0.999,13.53953595,2454976.156,4.389,134.00,2.32,1079,6109,3.985,1.997,292.23395,41.575211
1668,CONFIRMED,CANDIDATE,1,22.7082375,2454966.721,3.503,299.00,1.72,677,6170,4.472,0.992,294.26633,45.204311
1669,CONFIRMED,CANDIDATE,0.996,7.97033985,2454969.558,2.6675,491.00,1.81,839,5774,4.567,0.818,287.87939,43.364071
1670,FALSE POSITIVE,FALSE POSITIVE,0,5.33459393,2454966.434,2.642,226.00,0.79,627,4275,4.704,0.533,296.97107,41.46701
1671,CONFIRMED,CANDIDATE,1,8.49640437,2454971.736,2.2128,834.00,2.14,702,5093,4.586,0.709,284.3511,40.852982
1672,CONFIRMED,CANDIDATE,0.998,66.1843646,2454974.623,5.155,561.00,2.72,436,5640,4.447,0.978,292.36957,43.910809
1673,CONFIRMED,CANDIDATE,1,2.032318856,2454965.644,1.1596,288.00,1.12,1011,4670,4.635,0.682,291.66928,42.59071
1674,CANDIDATE,CANDIDATE,,65.18703725,2455010.621,5.44,421.00,2.39,878,5767,4.438,1,291.66928,42.59071
1675,CONFIRMED,CANDIDATE,0.997,3.62275506,2454965.993,2.7868,181.00,1.62,1304,5794,4.282,1.216,297.20154,41.730209
1676,CONFIRMED,CANDIDATE,0.998,2.892216772,2454965.877,1.3596,361.00,1.31,794,4229,4.655,0.615,294.70938,45.969501
1677,CONFIRMED,CANDIDATE,0.996,187.746606,2454990.351,5.885,1580.00,2.95,267,5303,4.55,0.753,281.59415,42.596409
1678,CONFIRMED,CANDIDATE,0.999,2.543063763,2454965.682,2.8473,152.00,1.26,1319,5579,4.389,1.029,295.50269,43.232792
1679,CONFIRMED,CANDIDATE,1,3.177414601,2454967.479,1.5262,1130.00,2.65,997,5303,4.63,0.708,286.16205,39.678001
1680,CONFIRMED,CANDIDATE,1,2.168451063,2454965.141,1.458,467.00,2.41,1558,6153,4.382,1.109,288.74994,48.277168
1681,CONFIRMED,CANDIDATE,0.999,37.8154157,2454974.103,4.662,286.00,1.21,401,4856,4.624,0.705,297.29242,49.981628
1682,CONFIRMED,CANDIDATE,0,53.5783052,2455004.186,5.194,225.00,1.16,357,4856,4.624,0.705,297.29242,49.981628
1683,CANDIDATE,CANDIDATE,0.973,6.69332825,2454970.703,2.311,782.00,2.44,609,4245,4.641,0.637,300.24222,44.141399
1684,CONFIRMED,CANDIDATE,0.993,33.1362861,2455002.507,4.163,825.00,2.05,357,4245,4.641,0.637,300.24222,44.141399
1685,CONFIRMED,CANDIDATE,0.993,7.72513619,2455009.802,2.042,382.00,1.71,581,4245,4.641,0.637,300.24222,44.141399
1686,CONFIRMED,CANDIDATE,1,10.71253475,2454970.165,2.7186,1200.00,2.02,485,4175,4.715,0.544,299.07709,45.440639
1687,CONFIRMED,CANDIDATE,1,32.5635249,2454996.46,5.418,578.00,2.05,490,5225,4.505,0.859,283.29214,45.434109
1688,CONFIRMED,CANDIDATE,1,12.19140405,2454969.337,1.8832,666.00,2.46,763,5516,4.399,0.967,300.1705,43.98497
1689,CONFIRMED,CANDIDATE,1,6.11784972,2454966.619,3.458,60.50,1.05,1211,6226,4.247,1.333,290.23584,50.03009
1690,CONFIRMED,CANDIDATE,0.997,3.97599629,2454966.622,2.2029,206.00,1.11,936,5143,4.561,0.778,287.52963,38.894508
1691,CONFIRMED,CANDIDATE,1,7.68478504,2454970.64,2.447,274.00,1.47,830,5344,4.469,0.907,288.83401,44.838249
1692,FALSE POSITIVE,FALSE POSITIVE,0.013,0.990516282,2454964.842,2.019,102.00,3.52,2841,5975,3.755,2.399,299.84909,47.20256
1693,CONFIRMED,CANDIDATE,1,15.0447098,2454966.209,5.823,97.90,1.51,931,5798,4.025,1.525,293.72586,47.24704
1694,CANDIDATE,CANDIDATE,0.056,29.0726293,2454969.974,2.516,440.00,2.32,614,5799,4.37,1.042,290.37512,41.43375
1695,CONFIRMED,CANDIDATE,0.999,1.118547814,2454965.848,1.5534,235.00,0.98,1174,4496,4.65,0.658,296.60342,44.129261
1696,CONFIRMED,CANDIDATE,1,6.42199919,2454967.58,2.6192,162.00,1.25,1000,5985,4.468,0.981,291.87134,44.087379
1697,CONFIRMED,CANDIDATE,1,9.75374033,2454967.06,2.348,431.00,1.87,813,5806,4.528,0.899,293.90057,50.427052
